x,y
0.9157411439407496,-0.31571833180075537
0.8758448737515276,-0.2848206988009833
0.8357486035623057,-0.25426947596272514
0.7954723333730838,-0.22403002226982927
0.7550210631838619,-0.19409367746825798
0.71440479299464,-0.16444312104993553
0.6736235228054179,-0.13507835301486196
0.632667252616196,-0.10601669387111297
0.5915159824269741,-0.07729278463483986
0.5501597122377522,-0.04892394581411843
0.5085684420485302,-0.020962138933175625
0.46587114645552385,0.007083975753950614
0.4236698762663019,0.03398923164227637
0.38108360607708,0.06022764796968814
0.33803733588785806,0.08566932092561819
0.31748272619703155,0.09806769261135902
0.29601209110242055,0.11087946175672143
0.27444145600780956,0.12351802582132693
0.2527258209131986,0.13590544251883496
0.23080518581858764,0.14793778880079136
0.2086095507239767,0.15949382111066632
0.18603891562936573,0.17040033436770297
0.16295828053475472,0.18042350171287946
0.14397277245906598,0.18753963711827726
0.1243222643833772,0.19350395873664178
0.11414201034553279,0.1958712415091371
0.10363675630768843,0.19767560776917253
0.09267650226984409,0.1986918909117641
0.0810312482319997,0.19852171925117099
0.06811599419415526,0.19615184306496541
0.060605867175233086,0.19314392149689638
0.0490857401563109,0.18319047619047615
0.04622586717523308,0.16823703088405592
0.04737599419415528,0.16022910931598688
0.0517812482319997,0.14785923312978133
0.057456502269844056,0.13768906146918822
0.0638167563076884,0.12870534461177982
0.07063201034553279,0.12050971087181524
0.0777722643833772,0.11287699364431054
0.092762772459066,0.09884131526267505
0.10841828053475472,0.0859574506680729
0.12863891562936572,0.07098061801324938
0.14936955072397667,0.05688713127028602
0.17047518581858764,0.04344316358016098
0.19185582091319864,0.03047550986211738
0.2134414560078096,0.01786292655962541
0.23517209110242057,0.0055014906242309225
0.2570027261970316,-0.0066867402304066886
0.27801733588785804,-0.018288368544665822
0.32157360607707997,-0.04284669558873575
0.36558987626630196,-0.06660827926132402
0.40999114645552387,-0.08970302337299825
0.45562844204853026,-0.112656908685872
0.5006397122377522,-0.13469510180492925
0.5458859824269741,-0.15632626298420774
0.5913372526161961,-0.17760235374793465
0.6369835228054179,-0.1985406946041856
0.6828047929946399,-0.21917592656911206
0.7287910631838619,-0.23952537015078965
0.7749423333730838,-0.2595890253492183
0.8212686035623058,-0.27934957165632246
0.8677748737515276,-0.29879834881806416
0.9144811439407496,-0.31790071581829216
