x,y
0.9787360665017026,-0.1627756103224063
0.9322023328843974,-0.1432567031902517
0.8855650716490512,-0.12412416638861275
0.838834635557468,-0.10533936288443783
0.792013612800099,-0.08689263341946413
0.7451071797578461,-0.06876465947716578
0.6981153364307093,-0.05095544105754283
0.6510329064377868,-0.033484296677121085
0.6038495370172742,-0.01638986336895204
0.5565600517882696,0.0003085403504384567
0.5091489216080668,0.016552958931473124
0.4606476324599257,0.032592552160991536
0.41292074304469784,0.04765854123395352
0.364994562964741,0.06198076742067293
0.31683026936328984,0.07541434184720638
0.29376710629309943,0.08207032480975986
0.2697121354921096,0.08888853423478695
0.2456054008820993,0.09551355849455621
0.22142360874900927,0.10185846426470165
0.19713570080742718,0.10780734044606857
0.17270544239103874,0.11322495742297652
0.14808106969082338,0.11791813003016764
0.12319270156460346,0.12162605829454393
0.10301231761863072,0.12358590619505173
0.08248770434267161,0.1242610727465951
0.07204163618266923,0.12391284868570154
0.061427335643350234,0.12293677283772009
0.05057750977298803,0.12108170448781558
0.039373101810835254,0.11790331775589505
0.027511293474122123,0.11227147942520029
0.021035575215824776,0.1074222863955144
0.012484128215805135,0.09482636823899021
0.013591939478676263,0.07964225963144081
0.016775479483269573,0.07220487615072972
0.024232187672337813,0.06139665691798454
0.032346296235966465,0.05304188928401359
0.04081498689138552,0.04601044003205869
0.04951920287784789,0.03985798328202682
0.05839165124362694,0.034333378319082834
0.07650407101923057,0.02465578306652536
0.09496072012482049,0.01626286916293236
0.11836864331305402,0.007029845172182596
0.14204056192729209,-0.0012179344757523058
0.16590659482535702,-0.008741269753970405
0.1899149781982284,-0.015733345827729527
0.21402947737959177,-0.022329392312710118
0.2382190340840349,-0.028645320308066883
0.2624603545974985,-0.03476806313816585
0.2857616311891833,-0.04053539434053336
0.33418992021663896,-0.05298372442425198
0.382856322765589,-0.06454340274778465
0.43172201597926796,-0.07535931818507474
0.4817451611126119,-0.08571926755601343
0.530926613561316,-0.09535675348523087
0.5802297109612181,-0.10454025427609241
0.6296389241696124,-0.11332772547817546
0.6791490768055966,-0.12173848560800576
0.7287498161073667,-0.1298111716986349
0.7784359656940207,-0.13756510226658866
0.8282075255655584,-0.145000277311867
0.8780696721028821,-0.15209737831794418
0.9280249934964426,-0.15884674602655727
0.9780838425080443,-0.16520974340465475
