x,y
0.9771669014856073,-0.1534888876612427
0.9314846825266891,-0.13079208456059704
0.8856212902361996,-0.10877142953835382
0.793350985660505,-0.06675856372907431
0.700459515376564,-0.027063919902888534
0.606920997479867,0.01021590935757454
0.5126060224478624,0.04459796113917041
0.41746282647152966,0.07588905027664127
0.3210772990787048,0.10254369544792459
0.27223748776953616,0.11345620346784359
0.22288003837016238,0.12243685983518443
0.17290142326254254,0.12909929421943156
0.12206870530608449,0.13257417337692468
0.09618647204667086,0.13257294646835094
0.06989012831509323,0.13102623823771473
0.04279144554369779,0.12648515994558235
0.028543292736223247,0.12160662106853569
0.010904610437905693,0.10407445386710223
0.01870816902232747,0.08490143966955109
0.029177563771305204,0.07567746148277736
0.05141044849477322,0.06205913424067523
0.07439390844903865,0.05124199189481141
0.09779147887546802,0.04197033087101009
0.14518190353206256,0.025648638223872325
0.19314173008788274,0.01145198239457049
0.24146390330684642,-0.0013923772779266402
0.29001901366640237,-0.013367403706763602
0.3874398172396373,-0.03615834557289067
0.4852229674760157,-0.05759699128221302
0.5833167005665171,-0.0778765259999885
0.6815139612750596,-0.09776969038724834
0.7797629857926226,-0.11746966960925039
0.8781155379282266,-0.1367832785007368
0.9272918139960284,-0.14644008294647998
0.9764939719683408,-0.15600029480959426
